StatusType,County,District,School,Street,City,Zip,State,OpenDate,ClosedDate,Charter,FundingType,DOC,DOCType,SOC,SOCType,EdOpsName,EILName,GSoffered,Virtual,Magnet,Latitude,Longitude,LastUpdate
Active,Alameda,Fremont Unified,Patterson Elementary,35521 Cabrillo Drive,Fremont,94536-5499,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.562250,-122.03085,6/18/2015
Active,Alameda,Fremont Unified,Vallejo Mill Elementary,38569 Canyon Heights Drive,Fremont,94536-1899,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.574495,-121.95990,6/18/2015
Active,Alameda,Fremont Unified,Warm Springs Elementary,47370 Warm Springs Boulevard,Fremont,94539-7458,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,3-6,N,N,37.482877,-121.92534,6/18/2015
Active,Alameda,Fremont Unified,Centerville Junior High,37720 Fremont Boulevard,Fremont,94536-5096,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,37.555648,-122.00190,7/9/2015
Active,Alameda,Fremont Unified,G. M. Walters Junior High,39600 Logan Drive,Fremont,94538-1912,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,37.537300,-121.98586,6/18/2015
Active,Alameda,Fremont Unified,John M. Horner Junior High,41365 Chapel Way,Fremont,94538-4202,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,37.528537,-121.96295,7/9/2015
Active,Alameda,Fremont Unified,Thornton Junior High,4357 Thornton Avenue,Fremont,94536-4897,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,37.557124,-122.01454,6/18/2015
Active,Alameda,Fremont Unified,William Hopkins Junior High,600 Driscoll Road,Fremont,94539-3803,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,37.547020,-121.94242,7/19/2016
Active,Alameda,Fremont Unified,John Gomes Elementary,555 Lemos Lane,Fremont,94539-3750,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.550361,-121.94761,6/18/2015
Active,Alameda,Fremont Unified,Brookvale Elementary,3400 Nicolet Avenue,Fremont,94536-3598,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.568768,-122.01399,6/18/2015
Active,Alameda,Fremont Unified,Warwick Elementary,3375 Warwick Road,Fremont,94555-2499,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.576510,-122.03048,6/18/2015
Active,Alameda,Fremont Unified,Joshua Chadbourne Elementary,801 Plymouth Avenue,Fremont,94539-4637,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.542168,-121.93996,1/27/2017
Active,Alameda,Fremont Unified,Mission San Jose Elementary,43545 Bryant Street,Fremont,94539-5885,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.528296,-121.92137,6/18/2015
Active,Alameda,Fremont Unified,Oliveira Elementary,4180 Alder Avenue,Fremont,94536-4799,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.560394,-122.01771,6/18/2015
Active,Alameda,Fremont Unified,Steven Millard Elementary,5200 Valpey Park Drive,Fremont,94538-3262,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.520062,-121.97397,6/18/2015
Active,Alameda,Fremont Unified,Ardenwood Elementary,33955 Emilia Lane,Fremont,94555-2068,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.572796,-122.05205,6/18/2015
Active,Alameda,Fremont Unified,Fred E. Weibel Elementary,45135 South Grimmer Boulevard,Fremont,94539-6631,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.507308,-121.92838,6/18/2015
Active,Alameda,Fremont Unified,Forest Park Elementary,34400 Maybird Circle,Fremont,94555-2917,CA,9/8/1993,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.561214,-122.05188,7/9/2015
Active,Alameda,Hayward Unified,,24411 Amador Street,Hayward,94544-1301,CA,,,,,54,Unified School District,,,,,,,,37.656838,-122.09337,10/11/2016
Active,Alameda,Hayward Unified,Leadership Public Schools - Hayward,28000 Calaroga Avenue,Hayward,94545-4600,CA,8/29/2005,,Y,Directly funded,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.624193,-122.08790,10/21/2015
Active,Alameda,Hayward Unified,Stonebrae Elementary,28761 Hayward Boulevard,Hayward,94542-2213,CA,8/29/2006,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.654731,-122.02047,6/18/2015
Active,Alameda,Hayward Unified,Impact Academy of Arts & Technology,2560 Darwin Street,Hayward,94545-3451,CA,8/20/2007,,Y,Directly funded,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.631317,-122.10254,1/25/2017
Active,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,2652 Vergil Court,Castro Valley,94546-6402,CA,8/31/2009,,Y,Directly funded,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,1-8,N,N,37.687804,-122.06973,1/6/2017
Active,Alameda,Hayward Unified,Special Education-Preschool-Laurel,2652 Vergil Court,Castro Valley,94546-6402,CA,7/20/2009,,N,,54,Unified School District,08,Preschool,Traditional,Elementary,P,N,,37.687804,-122.06973,4/2/2015
Active,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,1570 Ward St,Hayward,94541-3030,CA,8/20/2013,,Y,Directly funded,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.676940,-122.07213,9/26/2015
Active,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,951 Palisade Street,Hayward,94542-1048,CA,8/26/2013,,Y,Directly funded,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.662283,-122.07465,6/18/2015
Active,Alameda,Hayward Unified,Highland,2021 Highland Boulevard,Hayward,94540-0001,CA,8/21/2014,,N,,54,Unified School District,09,Special Education Schools (Public),Special Education School,Elementary,K-12,N,N,37.661939,-122.05792,10/11/2016
Active,Alameda,Hayward Unified,Brenkwitz High,22100 Princeton Street,Hayward,94541-3817,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,9-12,N,N,37.671956,-122.09895,10/11/2016
Active,Alameda,Hayward Unified,Hayward Adult,22100 Princeton Street,Hayward,94540-0001,CA,7/1/1980,,N,,54,Unified School District,70,Adult Education Centers,Traditional,Adult,Adult,N,,37.672622,-122.09814,1/29/2016
Active,Alameda,Hayward Unified,Hayward High,1633 East Avenue,Hayward,94541-5314,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.672677,-122.06992,6/18/2015
Active,Alameda,Hayward Unified,Mt. Eden High,2300 Panama Street,Hayward,94545-4662,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.625313,-122.09056,6/18/2015
Active,Alameda,Hayward Unified,Tennyson High,27035 Whitman Road,Hayward,94544-4099,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.642546,-122.06596,10/11/2016
Active,Alameda,Hayward Unified,Bowman Elementary,520 Jefferson Street,Hayward,94544-4126,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.641372,-122.06231,6/18/2015
Active,Alameda,Hayward Unified,Burbank Elementary,353 B Street,Hayward,94541-6307,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.667925,-122.09427,6/18/2015
Active,Alameda,Hayward Unified,Cherryland Elementary,585 Willow Avenue,Hayward,94541-2424,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.676225,-122.09864,6/18/2015
Active,Alameda,Hayward Unified,East Avenue Elementary,2424 East Avenue,Hayward,94541-5634,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.670830,-122.05430,10/11/2016
Active,Alameda,Hayward Unified,Eldridge Elementary,26825 Eldridge Avenue,Hayward,94544-3729,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.636840,-122.08530,6/18/2015
Active,Alameda,Hayward Unified,Fairview Elementary,23515 Maud Avenue,Hayward,94541-4519,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.680799,-122.05205,6/18/2015
Active,Alameda,Hayward Unified,Glassbrook Elementary,975 Schafer Road,Hayward,94544-3614,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.640942,-122.08084,6/18/2015
Active,Alameda,Hayward Unified,Harder Elementary,495 Wyeth Road,Hayward,94544-2951,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.651511,-122.07237,6/18/2015
Active,Alameda,Hayward Unified,Longwood Elementary,850 Longwood Avenue,Hayward,94541-7151,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.659052,-122.11010,6/18/2015
Active,Alameda,Hayward Unified,Lorin A. Eden Elementary,27790 Portsmouth Avenue,Hayward,94545-4013,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.624161,-122.10008,10/11/2016
Active,Alameda,Hayward Unified,Palma Ceia Elementary,27679 Melbourne Avenue,Hayward,94545-4723,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.627195,-122.08525,6/18/2015
Active,Alameda,Hayward Unified,Park Elementary,411 Larchmont Street,Hayward,94540-1103,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.652934,-122.09406,10/11/2016
Active,Alameda,Hayward Unified,Ruus Elementary,28027 Dickens Avenue,Hayward,94540-5639,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.627366,-122.07363,6/18/2015
Active,Alameda,Hayward Unified,Schafer Park Elementary,26268 Flamingo Avenue,Hayward,94544-3159,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.642916,-122.08734,6/18/2015
Active,Alameda,Hayward Unified,Southgate Elementary,26601 Calaroga Avenue,Hayward,94545-3121,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.639048,-122.09444,6/18/2015
Active,Alameda,Hayward Unified,Treeview Elementary,30565 Treeview Street,Hayward,94544-7458,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.624163,-122.03657,10/11/2016
Active,Alameda,Hayward Unified,Bret Harte Middle,1047 E Street,Hayward,94540-5000,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,37.670265,-122.07899,10/11/2016
Active,Alameda,Hayward Unified,Cesar Chavez Middle,27845 Whitman Road,Hayward,94544-4752,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,37.636980,-122.06277,6/18/2015
Active,Alameda,Hayward Unified,Anthony W. Ochoa Middle,2121 Depot Road,Hayward,94545-2428,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,37.638836,-122.10968,7/19/2016
Active,Alameda,Hayward Unified,Winton Middle,119 Winton Avenue,Hayward,94540-5000,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,37.660347,-122.09095,6/18/2015
Active,Alameda,Hayward Unified,Strobridge Elementary,21400 Bedford Drive,Castro Valley,94546-6805,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.687487,-122.08746,6/18/2015
Active,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",26890 Holly Hill Avenue,Hayward,94545-3500,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,7-8,N,N,37.634611,-122.09254,6/18/2015
Active,Alameda,Hayward Unified,Eden Gardens Elementary,2184 Thayer Avenue,Hayward,94545-2925,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.638076,-122.10721,6/18/2015
Active,Alameda,Hayward Unified,Tyrrell Elementary,27000 Tyrrell Avenue,Hayward,94540-0001,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.637402,-122.07543,6/18/2015
Active,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,1570 Ward Street,Hayward,94541-3030,CA,9/3/1996,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.676269,-122.07396,10/11/2016
Active,Alameda,Livermore Valley Joint Unified,,685 East Jack London Boulevard,Livermore,94551-1899,CA,,,,,54,Unified School District,,,,,,,,37.689031,-121.79177,6/23/2015
Active,Alameda,Livermore Valley Joint Unified,Livermore Valley Charter,3142 Constitution Drive,Livermore,94551-7570,CA,8/31/2005,,Y,Directly funded,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.704857,-121.81841,9/26/2016
Active,Alameda,Livermore Valley Joint Unified,Livermore Valley Charter Preparatory High,3090 Independence Drive,Livermore,94551-9493,CA,8/24/2010,,Y,Directly funded,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.706796,-121.81536,9/28/2016
Active,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,1401 Almond Avenue,Livermore,94550-5043,CA,7/1/1980,,N,,54,Unified School District,63,Alternative Schools of Choice,Alternative School of Choice,Elementary-High Combination,1-12,N,N,37.677172,-121.73987,7/19/2016
Active,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,2253 Fifth Street,Livermore,94550-4549,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,7-12,N,N,37.678902,-121.76674,9/16/2015
Active,Alameda,Livermore Valley Joint Unified,Granada High,400 Wall Street,Livermore,94550-4066,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.675206,-121.78984,7/20/2016
Active,Alameda,Livermore Valley Joint Unified,Livermore High,600 Maple Street,Livermore,94550-3298,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.680526,-121.76173,9/15/2015
Active,Alameda,Livermore Valley Joint Unified,Livermore Adult,1401 Almond Avenue,Livermore,94550,CA,7/1/1980,,N,,54,Unified School District,70,Adult Education Centers,Traditional,Adult,Adult,N,,37.676878,-121.74036,7/20/2016
Active,Alameda,Livermore Valley Joint Unified,Junction K-8,298 Junction Avenue,Livermore,94551-5903,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.687022,-121.76704,7/20/2016
Active,Alameda,Livermore Valley Joint Unified,East Avenue Middle,3951 East Avenue,Livermore,94550-4830,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.679821,-121.75005,9/15/2015
Active,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,391 Ontario Drive,Livermore,94550-5249,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.667168,-121.79640,9/15/2015
Active,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,554 Jackson Avenue,Livermore,94550-3434,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.684923,-121.74262,9/15/2015
Active,Alameda,Livermore Valley Joint Unified,Joe Michell,1001 Elaine Avenue,Livermore,94550-5414,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.669568,-121.78350,9/15/2015
Active,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,800 Marylin Avenue,Livermore,94551-6514,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.683866,-121.78603,9/15/2015
Active,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,1701 El Padro Drive,Livermore,94550-6215,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.664505,-121.79221,9/15/2015
Active,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,5280 Irene Way,Livermore,94550-3508,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.683670,-121.72854,9/15/2015
